id_multidata,name,receptor,receptor_desc,other,other_desc,secreted_highlight,secreted_desc,transmembrane,secreted,peripheral,integrin,is_complex
1,A0A1B0GTJ6,0,,0,,0,,0,0,0,0,0
2,A4D1S0,1,,0,,0,,0,0,0,0,0
3,A6NDA9,1,,0,,0,,0,0,0,0,0
4,A6NI73,1,,0,,0,,0,0,0,0,0
5,A6NJW9,1,,0,,0,,0,0,0,0,0
6,A6NLU5,1,,0,,0,,0,0,0,0,0
7,A6NMZ7,0,,0,,0,,0,0,0,0,0
8,A8K4G0,1,,0,,0,,0,0,0,0,0
9,A8TX70,0,,0,,0,,0,0,0,0,0
10,B6A8C7,1,,0,,0,,0,0,0,0,0
11,D3W0D1,1,,0,,0,,0,0,0,0,0
12,F7VJQ1,1,,0,,0,,0,0,0,0,0
13,K9M1U5,0,,0,,0,,0,0,0,0,0
14,O00144,1,,0,,0,,0,0,0,0,0
15,O00155,1,,0,,0,,0,0,0,0,0
16,O00175,0,,0,,0,,0,0,0,0,0
17,O00182,0,,0,,0,,0,0,0,0,0
18,O00206,1,,0,,0,,0,0,0,0,0
19,O00214,0,,0,,0,,0,0,0,0,0
20,O00220,1,,0,,0,,0,0,0,0,0
21,O00222,1,,0,,0,,0,0,0,0,0
22,O00230,0,,0,,0,,0,0,0,0,0
23,O00238,1,,0,,0,,0,0,0,0,0
24,O00241,1,,0,,0,,0,0,0,0,0
25,O00253,0,,0,,0,,0,0,0,0,0
26,O00254,1,,0,,0,,0,0,0,0,0
27,O00264,1,,0,,0,,0,0,0,0,0
28,O00292,0,,0,,0,,0,0,0,0,0
29,O00300,1,,0,,0,,0,0,0,0,0
30,O00329,0,,0,,0,,0,0,0,0,0
31,O00421,1,,0,,0,,0,0,0,0,0
32,O00451,1,,0,,0,,0,0,0,0,0
33,O00468,1,,0,,0,,0,0,0,0,0
34,O00478,1,,0,,0,,0,0,0,0,0
35,O00481,1,,0,,0,,0,0,0,0,0
36,O00501,1,,0,,0,,0,0,0,0,0
37,O00533,1,,0,,0,,0,0,0,0,0
38,O00548,1,,0,,0,,0,0,0,0,0
39,O00574,1,,0,,0,,0,0,0,0,0
40,O00585,0,,0,,0,,0,0,0,0,0
41,O00587,0,,0,,0,,0,0,0,0,0
42,O00590,1,,0,,0,,0,0,0,0,0
43,O00592,0,,0,,0,,0,0,0,0,0
44,O00602,0,,0,,0,,0,0,0,0,0
45,O00622,0,,0,,0,,0,0,0,0,0
46,O00626,0,,0,,0,,0,0,0,0,0
47,O00634,0,,0,,0,,0,0,0,0,0
48,O00744,1,,0,,0,,0,0,0,0,0
49,O00755,1,,0,,0,,0,0,0,0,0
50,O14493,1,,0,,0,,0,0,0,0,0
51,O14508,0,,0,,0,,0,0,0,0,0
52,O14511,1,,0,,0,,0,0,0,0,0
53,O14514,0,,0,,0,,0,0,0,0,0
54,O14522,1,,0,,0,,0,0,0,0,0
55,O14594,0,,0,,0,,0,0,0,0,0
56,O14625,0,,0,,0,,0,0,0,0,0
57,O14626,1,,0,,0,,0,0,0,0,0
58,O14654,0,,0,,0,,0,0,0,0,0
59,O14672,1,,0,,0,,0,0,0,0,0
60,O14763,1,,0,,0,,0,0,0,0,0
61,O14786,1,,0,,0,,0,0,0,0,0
62,O14788,1,,0,,0,,0,0,0,0,0
63,O14793,1,,0,,0,,0,0,0,0,0
64,O14798,1,,0,,0,,0,0,0,0,0
65,O14836,1,,0,,0,,0,0,0,0,0
66,O14904,1,,0,,0,,0,0,0,0,0
67,O14905,1,,0,,0,,0,0,0,0,0
68,O14931,1,,0,,0,,0,0,0,0,0
69,O14939,1,,0,,0,,0,0,0,0,0
70,O14944,1,,0,,0,,0,0,0,0,0
71,O15020,0,,0,,0,,0,0,0,0,0
72,O15031,1,,0,,0,,0,0,0,0,0
73,O15041,0,,0,,0,,0,0,0,0,0
74,O15072,0,,0,,0,,0,0,0,0,0
75,O15078,1,,0,,0,,0,0,0,0,0
76,O15123,0,,0,,0,,0,0,0,0,0
77,O15130,0,,0,,0,,0,0,0,0,0
78,O15146,1,,0,,0,,0,0,0,0,0
79,O15162,1,,0,,0,,0,0,0,0,0
80,O15173,1,,0,,0,,0,0,0,0,0
81,O15197,1,,0,,0,,0,0,0,0,0
82,O15218,1,,0,,0,,0,0,0,0,0
83,O15230,0,,0,,0,,0,0,0,0,0
84,O15240,0,,0,,0,,0,0,0,0,0
85,O15263,0,,0,,0,,0,0,0,0,0
86,O15335,0,,0,,0,,0,0,0,0,0
87,O15354,1,,0,,0,,0,0,0,0,0
88,O15374,1,,0,,0,,0,0,0,0,0
89,O15389,1,,0,,0,,0,0,0,0,0
90,O15394,1,,0,,0,,0,0,0,0,0
91,O15399,1,,0,,0,,0,0,0,0,0
92,O15444,0,,0,,0,,0,0,0,0,0
93,O15467,0,,0,,0,,0,0,0,0,0
94,O15496,0,,0,,0,,0,0,0,0,0
95,O15511,0,,0,,0,,0,0,0,0,0
96,O15520,0,,0,,0,,0,0,0,0,0
97,O15529,1,,0,,0,,0,0,0,0,0
98,O15551,1,,0,,0,,0,0,0,0,0
99,O15552,1,,0,,0,,0,0,0,0,0
100,O43155,0,,0,,0,,0,0,0,0,0
101,O43157,1,,0,,0,,0,0,0,0,0
102,O43184,1,,0,,0,,0,0,0,0,0
103,O43193,1,,0,,0,,0,0,0,0,0
104,O43278,0,,0,,0,,0,0,0,0,0
105,O43300,1,,0,,0,,0,0,0,0,0
106,O43320,0,,0,,0,,0,0,0,0,0
107,O43323,0,,0,,0,,0,0,0,0,0
108,O43493,0,,0,,0,,0,0,0,0,0
109,O43506,0,,0,,0,,0,0,0,0,0
110,O43508,0,,0,,0,,0,0,0,0,0
111,O43555,0,,0,,0,,0,0,0,0,0
112,O43557,0,,0,,0,,0,0,0,0,0
113,O43559,0,,0,,0,,0,0,0,0,0
114,O43561,1,,0,,0,,0,0,0,0,0
115,O43570,0,,0,,0,,0,0,0,0,0
116,O43603,1,,0,,0,,0,0,0,0,0
117,O43612,0,,0,,0,,0,0,0,0,0
118,O43613,1,,0,,0,,0,0,0,0,0
119,O43614,1,,0,,0,,0,0,0,0,0
120,O43699,1,,0,,0,,0,0,0,0,0
121,O43827,0,,0,,0,,0,0,0,0,0
122,O43854,0,,0,,0,,0,0,0,0,0
123,O43866,0,,0,,0,,0,0,0,0,0
124,O43914,1,,0,,0,,0,0,0,0,0
125,O43915,1,,0,,0,,0,0,0,0,0
126,O43921,1,,0,,0,,0,0,0,0,0
127,O43927,0,,0,,0,,0,0,0,0,0
128,O60258,0,,0,,0,,0,0,0,0,0
129,O60291,1,,0,,0,,0,0,0,0,0
130,O60353,1,,0,,0,,0,0,0,0,0
131,O60383,1,,0,,0,,0,0,0,0,0
132,O60462,1,,0,,0,,0,0,0,0,0
133,O60469,1,,0,,0,,0,0,0,0,0
134,O60486,1,,0,,0,,0,0,0,0,0
135,O60494,0,,0,,0,,0,0,0,0,0
136,O60503,1,,0,,0,,0,0,0,0,0
137,O60542,0,,0,,0,,0,0,0,0,0
138,O60565,1,,0,,0,,0,0,0,0,0
139,O60602,1,,0,,0,,0,0,0,0,0
140,O60603,1,,0,,0,,0,0,0,0,0
141,O60609,1,,0,,0,,0,0,0,0,0
142,O60635,1,,0,,0,,0,0,0,0,0
143,O60637,0,,0,,0,,0,0,0,0,0
144,O60669,1,,0,,0,,0,0,0,0,0
145,O60674,1,,0,,0,,0,0,0,0,0
146,O60755,1,,0,,0,,0,0,0,0,0
147,O60760,0,,0,,0,,0,0,0,0,0
148,O60883,1,,0,,0,,0,0,0,0,0
149,O60894,1,,0,,0,,0,0,0,0,0
150,O60895,1,,0,,0,,0,0,0,0,0
151,O60896,1,,0,,0,,0,0,0,0,0
152,O60939,1,,0,,0,,0,0,0,0,0
153,O75015,1,,0,,0,,0,0,0,0,0
154,O75019,1,,0,,0,,0,0,0,0,0
155,O75022,1,,0,,0,,0,0,0,0,0
156,O75051,1,,0,,0,,0,0,0,0,0
157,O75054,0,,0,,0,,0,0,0,0,0
158,O75056,1,,0,,0,,0,0,0,0,0
159,O75077,1,,0,,0,,0,0,0,0,0
160,O75078,1,,0,,0,,0,0,0,0,0
161,O75084,1,,0,,0,,0,0,0,0,0
162,O75093,0,,0,,0,,0,0,0,0,0
163,O75094,0,,0,,0,,0,0,0,0,0
164,O75096,1,,0,,0,,0,0,0,0,0
165,O75121,1,,0,,0,,0,0,0,0,0
166,O75131,0,,0,,0,,0,0,0,0,0
167,O75144,1,,0,,0,,0,0,0,0,0
168,O75197,1,,0,,0,,0,0,0,0,0
169,O75325,0,,0,,0,,0,0,0,0,0
170,O75326,1,,0,,0,,0,0,0,0,0
171,O75330,1,,0,,0,,0,0,0,0,0
172,O75376,0,,0,,0,,0,0,0,0,0
173,O75443,1,,0,,0,,0,0,0,0,0
174,O75462,1,,0,,0,,0,0,0,0,0
175,O75473,1,,0,,0,,0,0,0,0,0
176,O75487,1,,0,,0,,0,0,0,0,0
177,O75508,1,,0,,0,,0,0,0,0,0
178,O75509,1,,0,,0,,0,0,0,0,0
179,O75578,1,,0,,0,,0,0,0,0,0
180,O75581,1,,0,,0,,0,0,0,0,0
181,O75594,1,,0,,0,,0,0,0,0,0
182,O75596,0,,0,,0,,0,0,0,0,0
183,O75610,0,,0,,0,,0,0,0,0,0
184,O75787,1,,0,,0,,0,0,0,0,0
185,O75829,0,,0,,0,,0,0,0,0,0
186,O75871,1,,0,,0,,0,0,0,0,0
187,O75882,1,,0,,0,,0,0,0,0,0
188,O75888,0,,0,,0,,0,0,0,0,0
189,O75899,1,,0,,0,,0,0,0,0,0
190,O75923,1,,0,,0,,0,0,0,0,0
191,O75955,1,,0,,0,,0,0,0,0,0
192,O75970,0,,0,,0,,0,0,0,0,0
193,O76036,1,,0,,0,,0,0,0,0,0
194,O76093,0,,0,,0,,0,0,0,0,0
195,O94779,1,,0,,0,,0,0,0,0,0
196,O94813,0,,0,,0,,0,0,0,0,0
197,O94832,0,,0,,0,,0,0,0,0,0
198,O94856,1,,0,,0,,0,0,0,0,0
199,O94887,0,,0,,0,,0,0,0,0,0
200,O94898,0,,0,,0,,0,0,0,0,0
201,O94907,0,,0,,0,,0,0,0,0,0
202,O94910,1,,0,,0,,0,0,0,0,0
203,O94933,0,,0,,0,,0,0,0,0,0
204,O94991,0,,0,,0,,0,0,0,0,0
205,O95025,0,,0,,0,,0,0,0,0,0
206,O95049,0,,0,,0,,0,0,0,0,0
207,O95070,1,,0,,0,,0,0,0,0,0
208,O95084,0,,0,,0,,0,0,0,0,0
209,O95150,1,,0,,0,,0,0,0,0,0
210,O95156,0,,0,,0,,0,0,0,0,0
211,O95157,0,,0,,0,,0,0,0,0,0
212,O95171,0,,0,,0,,0,0,0,0,0
213,O95185,1,,0,,0,,0,0,0,0,0
214,O95256,1,,0,,0,,0,0,0,0,0
215,O95274,0,,0,,0,,0,0,0,0,0
216,O95388,0,,0,,0,,0,0,0,0,0
217,O95389,0,,0,,0,,0,0,0,0,0
218,O95390,1,,0,,0,,0,0,0,0,0
219,O95393,0,,0,,0,,0,0,0,0,0
220,O95399,0,,0,,0,,0,0,0,0,0
221,O95407,1,,0,,0,,0,0,0,0,0
222,O95428,0,,0,,0,,0,0,0,0,0
223,O95467,0,,0,,0,,0,0,0,0,0
224,O95471,1,,0,,0,,0,0,0,0,0
225,O95477,1,,0,,0,,0,0,0,0,0
226,O95490,1,,0,,0,,0,0,0,0,0
227,O95500,0,,0,,0,,0,0,0,0,0
228,O95502,1,,0,,0,,0,0,0,0,0
229,O95631,0,,0,,0,,0,0,0,0,0
230,O95665,1,,0,,0,,0,0,0,0,0
231,O95711,0,,0,,0,,0,0,0,0,0
232,O95715,0,,0,,0,,0,0,0,0,0
233,O95727,1,,0,,0,,0,0,0,0,0
234,O95750,0,,0,,0,,0,0,0,0,0
235,O95754,1,,0,,0,,0,0,0,0,0
236,O95760,1,,0,,0,,0,0,0,0,0
237,O95800,1,,0,,0,,0,0,0,0,0
238,O95813,0,,0,,0,,0,0,0,0,0
239,O95832,1,,0,,0,,0,0,0,0,0
240,O95838,1,,0,,0,,0,0,0,0,0
241,O95841,0,,0,,0,,0,0,0,0,0
242,O95858,1,,0,,0,,0,0,0,0,0
243,O95859,1,,0,,0,,0,0,0,0,0
244,O95866,1,,0,,0,,0,0,0,0,0
245,O95867,1,,0,,0,,0,0,0,0,0
246,O95897,0,,0,,0,,0,0,0,0,0
247,O95944,1,,0,,0,,0,0,0,0,0
248,O95967,0,,0,,0,,0,0,0,0,0
249,O95970,0,,0,,0,,0,0,0,0,0
250,O95971,1,,0,,0,,0,0,0,0,0
251,O95972,1,,0,,0,,0,0,0,0,0
252,O95980,1,,0,,0,,0,0,0,0,0
253,O95994,1,,0,,0,,0,0,0,0,0
254,O95998,1,,0,,0,,0,0,0,0,0
255,O96014,0,,0,,0,,0,0,0,0,0
256,P00450,0,,0,,0,,0,0,0,0,0
257,P00451,0,,0,,0,,0,0,0,0,0
258,P00488,0,,0,,0,,0,0,0,0,0
259,P00533,1,,0,,0,,0,0,0,0,0
260,P00734,0,,0,,0,,0,0,0,0,0
261,P00738,0,,0,,0,,0,0,0,0,0
262,P00740,0,,0,,0,,0,0,0,0,0
263,P00742,0,,0,,0,,0,0,0,0,0
264,P00747,0,,0,,0,,0,0,0,0,0
265,P00748,0,,0,,0,,0,0,0,0,0
266,P00749,0,,0,,0,,0,0,0,0,0
267,P00750,0,,0,,0,,0,0,0,0,0
268,P00797,0,,0,,0,,0,0,0,0,0
269,P00813,0,,0,,0,,0,0,0,0,0
270,P00918,0,,0,,0,,0,0,0,0,0
271,P00995,0,,0,,0,,0,0,0,0,0
272,P01008,0,,0,,0,,0,0,0,0,0
273,P01009,0,,0,,0,,0,0,0,0,0
274,P01019,0,,0,,0,,0,0,0,0,0
275,P01023,0,,0,,0,,0,0,0,0,0
276,P01024,0,,0,,0,,0,0,0,0,0
277,P01031,0,,0,,0,,0,0,0,0,0
278,P01033,0,,0,,0,,0,0,0,0,0
279,P01042,0,,0,,0,,0,0,0,0,0
280,P01112,0,,0,,0,,0,0,0,0,0
281,P01127,1,,0,,0,,0,0,0,0,0
282,P01130,1,,0,,0,,0,0,0,0,0
283,P01133,1,,0,,0,,0,0,0,0,0
284,P01135,1,,0,,0,,0,0,0,0,0
285,P01137,1,,0,,0,,0,0,0,0,0
286,P01138,1,,0,,0,,0,0,0,0,0
287,P01148,0,,0,,0,,0,0,0,0,0
288,P01160,1,,0,,0,,0,0,0,0,0
289,P01178,0,,0,,0,,0,0,0,0,0
290,P01185,0,,0,,0,,0,0,0,0,0
291,P01189,1,,0,,0,,0,0,0,0,0
292,P01210,0,,0,,0,,0,0,0,0,0
293,P01213,0,,0,,0,,0,0,0,0,0
294,P01215,0,,0,,0,,0,0,0,0,0
295,P01222,0,,0,,0,,0,0,0,0,0
296,P01225,0,,0,,0,,0,0,0,0,0
297,P01229,0,,0,,0,,0,0,0,0,0
298,P01236,0,,0,,0,,0,0,0,0,0
299,P01241,0,,0,,0,,0,0,0,0,0
300,P01242,0,,0,,0,,0,0,0,0,0
301,P01258,0,,0,,0,,0,0,0,0,0
302,P01266,0,,0,,0,,0,0,0,0,0
303,P01270,0,,0,,0,,0,0,0,0,0
304,P01275,0,,0,,0,,0,0,0,0,0
305,P01282,0,,0,,0,,0,0,0,0,0
306,P01286,0,,0,,0,,0,0,0,0,0
307,P01298,0,,0,,0,,0,0,0,0,0
308,P01303,0,,0,,0,,0,0,0,0,0
309,P01308,0,,0,,0,,0,0,0,0,0
310,P01344,1,,0,,0,,0,0,0,0,0
311,P01350,0,,0,,0,,0,0,0,0,0
312,P01374,0,,0,,0,,0,0,0,0,0
313,P01375,1,,0,,0,,0,0,0,0,0
314,P01562,0,,0,,0,,0,0,0,0,0
315,P01563,0,,0,,0,,0,0,0,0,0
316,P01566,0,,0,,0,,0,0,0,0,0
317,P01567,0,,0,,0,,0,0,0,0,0
318,P01568,0,,0,,0,,0,0,0,0,0
319,P01569,0,,0,,0,,0,0,0,0,0
320,P01570,0,,0,,0,,0,0,0,0,0
321,P01571,0,,0,,0,,0,0,0,0,0
322,P01574,0,,0,,0,,0,0,0,0,0
323,P01579,0,,0,,0,,0,0,0,0,0
324,P01583,1,,0,,0,,0,0,0,0,0
325,P01584,1,,0,,0,,0,0,0,0,0
326,P01588,1,,0,,0,,0,0,0,0,0
327,P01589,1,,0,,0,,0,0,0,0,0
328,P01730,1,,0,,0,,0,0,0,0,0
329,P01732,1,,0,,0,,0,0,0,0,0
330,P01833,1,,0,,0,,0,0,0,0,0
331,P01889,0,,0,,0,,0,0,0,0,0
332,P01903,0,,0,,0,,0,0,0,0,0
333,P01906,0,,0,,0,,0,0,0,0,0
334,P01909,0,,0,,0,,0,0,0,0,0
335,P01911,1,,0,,0,,0,0,0,0,0
336,P01920,0,,0,,0,,0,0,0,0,0
337,P02452,1,,0,,0,,0,0,0,0,0
338,P02458,1,,0,,0,,0,0,0,0,0
339,P02461,1,,0,,0,,0,0,0,0,0
340,P02462,1,,0,,0,,0,0,0,0,0
341,P02647,0,,0,,0,,0,0,0,0,0
342,P02649,0,,0,,0,,0,0,0,0,0
343,P02652,0,,0,,0,,0,0,0,0,0
344,P02654,0,,0,,0,,0,0,0,0,0
345,P02655,0,,0,,0,,0,0,0,0,0
346,P02656,0,,0,,0,,0,0,0,0,0
347,P02671,1,,0,,0,,0,0,0,0,0
348,P02675,1,,0,,0,,0,0,0,0,0
349,P02679,1,,0,,0,,0,0,0,0,0
350,P02686,1,,0,,0,,0,0,0,0,0
351,P02708,1,,0,,0,,0,0,0,0,0
352,P02741,0,,0,,0,,0,0,0,0,0
353,P02745,0,,0,,0,,0,0,0,0,0
354,P02746,1,,0,,0,,0,0,0,0,0
355,P02751,1,,0,,0,,0,0,0,0,0
356,P02753,0,,0,,0,,0,0,0,0,0
357,P02763,0,,0,,0,,0,0,0,0,0
358,P02765,0,,0,,0,,0,0,0,0,0
359,P02766,0,,0,,0,,0,0,0,0,0
360,P02768,0,,0,,0,,0,0,0,0,0
361,P02774,0,,0,,0,,0,0,0,0,0
362,P02775,0,,0,,0,,0,0,0,0,0
363,P02776,0,,0,,0,,0,0,0,0,0
364,P02778,0,,0,,0,,0,0,0,0,0
365,P02786,1,,0,,0,,0,0,0,0,0
366,P02787,1,,0,,0,,0,0,0,0,0
367,P02788,1,,0,,0,,0,0,0,0,0
368,P02790,0,,0,,0,,0,0,0,0,0
369,P03372,1,,0,,0,,0,0,0,0,0
370,P03950,0,,0,,0,,0,0,0,0,0
371,P03951,0,,0,,0,,0,0,0,0,0
372,P03956,1,,0,,0,,0,0,0,0,0
373,P03971,1,,0,,0,,0,0,0,0,0
374,P03973,0,,0,,0,,0,0,0,0,0
375,P04003,0,,0,,0,,0,0,0,0,0
376,P04004,0,,0,,0,,0,0,0,0,0
377,P04070,0,,0,,0,,0,0,0,0,0
378,P04083,1,,0,,0,,0,0,0,0,0
379,P04085,1,,0,,0,,0,0,0,0,0
380,P04090,0,,0,,0,,0,0,0,0,0
381,P04114,0,,0,,0,,0,0,0,0,0
382,P04141,0,,0,,0,,0,0,0,0,0
383,P04155,0,,0,,0,,0,0,0,0,0
384,P04196,0,,0,,0,,0,0,0,0,0
385,P04201,1,,0,,0,,0,0,0,0,0
386,P04216,1,,0,,0,,0,0,0,0,0
387,P04217,1,,0,,0,,0,0,0,0,0
388,P04233,1,,0,,0,,0,0,0,0,0
389,P04234,1,,0,,0,,0,0,0,0,0
390,P04271,0,,0,,0,,0,0,0,0,0
391,P04275,1,,0,,0,,0,0,0,0,0
392,P04278,0,,0,,0,,0,0,0,0,0
393,P04430,0,,0,,0,,0,0,0,0,0
394,P04439,1,,0,,0,,0,0,0,0,0
395,P04440,1,,0,,0,,0,0,0,0,0
396,P04626,1,,0,,0,,0,0,0,0,0
397,P04628,1,,0,,0,,0,0,0,0,0
398,P04629,1,,0,,0,,0,0,0,0,0
399,P04637,0,,0,,0,,0,0,0,0,0
400,P04808,0,,0,,0,,0,0,0,0,0
401,P04899,1,,0,,0,,0,0,0,0,0
402,P05000,0,,0,,0,,0,0,0,0,0
403,P05013,0,,0,,0,,0,0,0,0,0
404,P05014,0,,0,,0,,0,0,0,0,0
405,P05015,0,,0,,0,,0,0,0,0,0
406,P05019,1,,0,,0,,0,0,0,0,0
407,P05026,1,,0,,0,,0,0,0,0,0
408,P05067,1,,0,,0,,0,0,0,0,0
409,P05090,0,,0,,0,,0,0,0,0,0
410,P05106,1,,0,,0,,0,0,0,0,0
411,P05107,1,,0,,0,,0,0,0,0,0
412,P05109,0,,0,,0,,0,0,0,0,0
413,P05111,0,,0,,0,,0,0,0,0,0
414,P05112,1,,0,,0,,0,0,0,0,0
415,P05113,0,,0,,0,,0,0,0,0,0
416,P05121,0,,0,,0,,0,0,0,0,0
417,P05155,0,,0,,0,,0,0,0,0,0
418,P05230,1,,0,,0,,0,0,0,0,0
419,P05231,0,,0,,0,,0,0,0,0,0
420,P05305,0,,0,,0,,0,0,0,0,0
421,P05362,1,,0,,0,,0,0,0,0,0
422,P05538,1,,0,,0,,0,0,0,0,0
423,P05543,0,,0,,0,,0,0,0,0,0
424,P05556,1,,0,,0,,0,0,0,0,0
425,P05997,0,,0,,0,,0,0,0,0,0
426,P06127,1,,0,,0,,0,0,0,0,0
427,P06213,1,,0,,0,,0,0,0,0,0
428,P06239,0,,0,,0,,0,0,0,0,0
429,P06241,0,,0,,0,,0,0,0,0,0
430,P06307,0,,0,,0,,0,0,0,0,0
431,P06340,0,,0,,0,,0,0,0,0,0
432,P06454,0,,0,,0,,0,0,0,0,0
433,P06576,1,,0,,0,,0,0,0,0,0
434,P06702,0,,0,,0,,0,0,0,0,0
435,P06727,0,,0,,0,,0,0,0,0,0
436,P06729,1,,0,,0,,0,0,0,0,0
437,P06731,1,,0,,0,,0,0,0,0,0
438,P06733,1,,0,,0,,0,0,0,0,0
439,P06734,0,,0,,0,,0,0,0,0,0
440,P06744,0,,0,,0,,0,0,0,0,0
441,P06756,1,,0,,0,,0,0,0,0,0
442,P06850,0,,0,,0,,0,0,0,0,0
443,P06858,0,,0,,0,,0,0,0,0,0
444,P07093,0,,0,,0,,0,0,0,0,0
445,P07202,1,,0,,0,,0,0,0,0,0
446,P07204,1,,0,,0,,0,0,0,0,0
447,P07225,0,,0,,0,,0,0,0,0,0
448,P07237,0,,0,,0,,0,0,0,0,0
449,P07288,0,,0,,0,,0,0,0,0,0
450,P07306,1,,0,,0,,0,0,0,0,0
451,P07307,1,,0,,0,,0,0,0,0,0
452,P07333,1,,0,,0,,0,0,0,0,0
453,P07355,1,,0,,0,,0,0,0,0,0
